feature	kingdom	phylum	class	order	family	genus	species
05b2fd153e1b8f25e7119f2c083bcd8a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1217	UBA1217_sp902788805
2e5a38af64ea27a0706972eb5139009a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
4e76dbf5ea00280bb1db04564821e397	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	na
30e7a98d0f39f10dd1bf5d5da066ded3	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	na
fc5bedecc507b36095da0479887d80f1	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	na
c01b78c7e1776dcb0b56b74359a1d38a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp900320795
df2da705063a395eb953999cfe325059	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	na
a9bd6247659c8b7198e70e5ebaddf6b2	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	na
ce41be4855ec8ff0433c9fefd083a8e5	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	na
20acb8ec0c20ea118ccb95a6b6ca3c5c	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	na
8de3d7b8bbc71e53fe58ce08b0aec4eb	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	na
e020be3898d8f03915da90531ea92e77	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
96ebc259c5e174d69a011c0eac8938a0	Bacteria	Bacteroidota	Bacteroidia	na	na	na	na
d454a68f5feaa3d15aa5ae3ad60d73bb	Bacteria	Actinobacteriota	na	na	na	na	na
ef4cde0bc0ef8088e5cc9afe5ebed2e1	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	na	na	na
43d867a36575e7291f0135661093ca22	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	na	na	na
9c9277ea14bc3231b3f5304c21789d1a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	na	na	na
ff8f3fd6cfe458aecab3892f1ca37a39	Bacteria	Firmicutes_D	Bacilli	Acholeplasmatales	Anaeroplasmataceae	na	na
ba38f457ce175e3a4c74288b6279011b	Bacteria	Bacteroidota	Bacteroidia	na	na	na	na
56dda2d55e152441b053600531ac33a3	Bacteria	Bacteroidota	Bacteroidia	na	na	na	na
98661eb5e78a2087ebb13a3c0ec370f3	Bacteria	Bacteroidota	Bacteroidia	na	na	na	na
c5ebaaec9348151b883b8b012f044a47	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
35e524dd7aeae987af2deb9299510b20	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
8ba6ab58daad2eb137e10cb5b18247d3	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F_sp000687695
0e8e184740547fbd646668c15707bfe9	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
3fc2256e7f2bc592b16232cb4d3d139e	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F_sp003491505
1d6f67ea52516e4660c4c6d80e410709	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F_sp003491505
d0c45db0808d37236e03bce631066796	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F_sp000687695
e8c5c4fc7f9bf7519a9c51ff60a18b4a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
2b194c99ceda13dfea18f95fd1db18fd	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
7726a24c86bea0206b9a6beede91083d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
b2ea9f5b553ee74194ac5c3a2bd98a5e	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
e4bc9826f0e31fff655e5f3e35ab649a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
59f349fdf5037927f1de621191be1f7d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
6578130c4b171642e691a6d1991e7d4a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	na
4ea4da5df7b3c4324c7ce7a7bd77f81d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	na
02fd6139a3697ee8c3f1b98630581f75	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
e3aea95510c1f0aa152c4d22074051af	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F_sp000687695
ca5a62d57cca5ca8da1c9130525b5217	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Fimousia	na
d8cc96b5e948dc64060c7def6d12a887	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
c7c487fecc4b8b527268c9ab8f37781c	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	CAG-632	na
61a5fc9a5a6933cb692b341e26a9812a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	CAG-632	na
6701aa81bd6975a2a058801c7e056fe6	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	CAG-632	na
643efd16865722fe35194cc85e81f991	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	CAG-632	na
c27cc89991f7bb0925c415886c8e314c	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	CAG-632	na
4477d12eb6da3116db7ed122ce7abd3e	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	CAG-632	na
484aae3cb75c6d936eeed85932989e52	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
547f5e18b148a48b76c82e97dd5e45a7	Bacteria	na	na	na	na	na	na
a6b20081fcffd95315c7d374403d6827	Bacteria	na	na	na	na	na	na
f7224266a48eeea2a287953f9ecf18bd	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
4bd8951d1b99bc492eebfbefa54b6901	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
c2826b3c43349132a0a90a43897e8101	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
c3b17a6d3e73a9fe68c2f4596b27f65d	Bacteria	Firmicutes_D	Bacilli	Acholeplasmatales	Anaeroplasmataceae	Anaeroplasma	na
5a2b02d7685e7f48123b9459be699e8f	Bacteria	Firmicutes_D	Bacilli	RF39	UBA660	Coprosoma	Coprosoma_sp000432855
5e5c17eea88288e28fa5cbd6cb5046e5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp900320865
eb317f464d1f46fcc64e8491e30573ce	Bacteria	Firmicutes_D	Bacilli	na	na	na	na
d11855b7ed87490fe3b7247fd92d6acc	Bacteria	Firmicutes_D	Bacilli	RF39	UBA660	na	na
9fbeb1f1668ea7ae8087593c6ca87d5b	Bacteria	Firmicutes_D	Bacilli	RF39	UBA660	na	na
98edbb30d753c6fad905847376e9a44c	Bacteria	Firmicutes_D	Bacilli	RF39	UBA660	Coprosoma	na
903fb19b1cc9bf28db52d62316c39d61	Bacteria	Firmicutes_D	Bacilli	RF39	UBA660	na	na
39e0d6a23281104051cead02eeb55c76	Bacteria	Firmicutes_D	Bacilli	RF39	UBA660	na	na
c4180fc16888b91f8b323aaaf13d4e32	Bacteria	Firmicutes_D	Bacilli	RF39	UBA660	na	na
6193f08c296cf2d9691008270e6d7718	Bacteria	Firmicutes_D	Bacilli	RF39	UBA660	na	na
8908307580fc03e9f55f9f4deae230db	Bacteria	Firmicutes_D	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA636	UBA636_sp900321955
7b1f5f062e687f472718a39f14991879	Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	na	na
6fe41c41d9e17d5f2fc5b43586795b95	Bacteria	Firmicutes_A	Clostridia_258483	na	na	na	na
9904ce1084aec6a2949e9d9482fd7a37	Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	na	na
9782e13bcb4fef4bc0bed3a4ac71d0a8	Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	na	na
f5519b29550752dd5a5d7679ef689d41	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
4c0c5ca82ff1f9aecbdafc5f94ddba7a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	na	na
6bb9943b48fec0a9366295d27572999f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	na
50a8928c106a724789a18916d604225a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	na
1ad142dac397e421902e3b907a28e64c	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
79dbf53ab96ea8bd33a1ddb95d581006	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
fe2eef798076c82d7ad071355f7de807	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	na	na	na
b863940ea787bc5e04c0f3caef8af239	Bacteria	Firmicutes_A	Clostridia_258483	na	na	na	na
290254ca69fc3cbb9f7465d093d6678d	Bacteria	na	na	na	na	na	na
b234957461a1dea4349ac0a69fff1898	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16_sp900320865
3477fb1bb11b80fd0536c10deaebc90d	Bacteria	Firmicutes_A	Clostridia_258483	Peptostreptococcales	Anaerovoracaceae	na	na
7a7754d1807edf5f69c44282aa2e8354	Bacteria	Firmicutes_D	Bacilli	RFN20	CAG-826	UBA3207	UBA3207_sp900314585
3193fefbdcd4381b73af68f1f1ff4b85	Bacteria	na	na	na	na	na	na
58e4b63abfa27c8625634839f14e5707	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	na	na	na
ae2772479b082f7edb0f032da28291b4	Bacteria	na	na	na	na	na	na
3c8ce9bc6574f5192fb45c4f214acdba	Bacteria	na	na	na	na	na	na
a3b13e2a74da3493ca6332df322556cc	Bacteria	na	na	na	na	na	na
641dbc1eb9d9bf59e3a78fd3c2f9dc78	Bacteria	Firmicutes_D	Bacilli	Tumebacillales	Tumebacillaceae	Tumebacillus_A	na
8341952549d51d70355b127d969434b0	Bacteria	Firmicutes_D	Bacilli	Tumebacillales	Tumebacillaceae	Tumebacillus_A	Tumebacillus_A_ginsengisoli
f590a209cb5e8f8248600f337a5727c4	Bacteria	Firmicutes_D	Bacilli	Tumebacillales	Tumebacillaceae	Tumebacillus_A	Tumebacillus_A_ginsengisoli
27ab2e46bbbec3caf23779448adb1b3e	Bacteria	Firmicutes_D	Bacilli	Tumebacillales	Tumebacillaceae	Tumebacillus_A	na
8db778aee20c06b9f9afbc240929495c	Bacteria	Firmicutes_D	Bacilli	Tumebacillales	Tumebacillaceae	Tumebacillus_A	Tumebacillus_A_ginsengisoli
8a2ff9744919b06b2d075c87bf258ff7	Bacteria	Firmicutes_D	Bacilli	Tumebacillales	Tumebacillaceae	Tumebacillus_A	na
93b5224b30853bc2200390ecf3d1ada6	Bacteria	Firmicutes_D	Bacilli	Tumebacillales	Tumebacillaceae	Tumebacillus_A	Tumebacillus_A_ginsengisoli
1bd0572accc110b5c79fefbea38b9345	Bacteria	Firmicutes_D	Bacilli	Tumebacillales	Tumebacillaceae	Tumebacillus_A	Tumebacillus_A_ginsengisoli
af07b7e38f184b052ed06331ad4c736b	Bacteria	Firmicutes_D	Bacilli	Tumebacillales	Tumebacillaceae	Tumebacillus_A	na
61e1c06d6fe59fb795e794a4219cc0f0	Bacteria	Firmicutes_D	Bacilli	Tumebacillales	Tumebacillaceae	Tumebacillus_A	na
8e5f9ec9a5fda2bacd0b2fd54dd38d1b	Bacteria	Firmicutes_D	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_A_368322	Alicyclobacillus_A_pomorum
be5ae76c409ba71ea8f84ff7646983f8	Bacteria	Firmicutes_D	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_A_368319	Alicyclobacillus_aeris
991b6c8c82ae493c7cd92692f183ca8a	Bacteria	na	na	na	na	na	na
853c1ec799458f50a51475bfae524557	Bacteria	Firmicutes_A	Clostridia_258483	Eubacteriales_258471	Anaerofustaceae	na	na
a5d8a2efafd6aa3ea452c717b5e92377	Bacteria	Firmicutes_A	Clostridia_258483	Eubacteriales_258471	Anaerofustaceae	na	na
11a016019a7c2fd0eb1511760bc1424e	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
3cd608ced3469ab68fb5546c41f67a98	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	na
fb9510e547d149f8f73bba94e7511387	Bacteria	Firmicutes_A	Clostridia_258483	Eubacteriales_258471	Anaerofustaceae	na	na
30bfe768486711822140e67e506163a4	Bacteria	na	na	na	na	na	na
77fcb7ad825f8aad91ae4544b7f89569	Bacteria	Firmicutes_B_370539	Peptococcia	Peptococcales	Peptococcaceae_369362	Peptococcus	Peptococcus_niger
b1b8d0bfb9b0e033087de3211830a7ba	Bacteria	Firmicutes_B_370539	Peptococcia	Peptococcales	Peptococcaceae_369362	Peptococcus	Peptococcus_niger
87fd99eb35272edec9baf40f5311b108	Bacteria	Firmicutes_B_370539	Peptococcia	Peptococcales	Peptococcaceae_369362	Peptococcus	Peptococcus_niger
27c4b4d6915eae574ce9356b3e0b80ce	Bacteria	Firmicutes_B_370539	Peptococcia	Peptococcales	Peptococcaceae_369362	Peptococcus	Peptococcus_niger
e1ad54342d9592e0b17f5f209f7872f4	Bacteria	Firmicutes_D	Bacilli	Acholeplasmatales	Anaeroplasmataceae	Anaeroplasma	na
34e393002dfbf3e3551dbc88403b77c5	Bacteria	na	na	na	na	na	na
a0952947db5d93b12c1d65367698ef4c	Bacteria	na	na	na	na	na	na
f9cfed4a991623e26642ddc44a034a4e	Bacteria	Firmicutes_B_370539	Peptococcia	Peptococcales	Peptococcaceae_369362	Peptococcus	Peptococcus_niger
0177a16e77ee60afe6a04e121fb09fd8	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
b2f0364b7b74a11763471f49b39611a5	Bacteria	na	na	na	na	na	na
b630a818fc71d379d3f3cc972034f2df	Bacteria	na	na	na	na	na	na
d7a851c7949772aaf8286609342156c0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
2621450e5991b78c23cb60ac1cc339e5	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
455b0a3f0e7212184abb05a02b18cf1d	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae_405308	Baekduia	na
acf77ed950939718fa39be4b4558d4ba	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
2d92febfd3be9b504fc949a4b313241a	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae_405336	F1-60-MAGs163	na
7fb0556db7f6e8a5e7f1a7d0417faa5e	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
aff06d3b4c21bca0c4a6b592d17c8432	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
faa8052921d0df15749046b317bff0a6	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
2e9742b29bf9c11dca56ba35c3708103	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae_405343	na	na
aa07dbef97495513eaca7f61a97eff63	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
cb329975898573eb5ae98deea1c45c75	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
9b80aadd5d2d2481fc26939091f24de7	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
0a480bf109685472a0479454319e6f00	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
991efc27fd448f17d7058cb72af8f301	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
dfedc27cce42ea0ca6f7c05e7a281530	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
6c144e0aeacce6a02a06fa210a52badc	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae_405308	Baekduia	na
b623d47a42246e937acbe993c59f7db9	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	AC-16	AC-16_sp005884575
c7ea5429c94c8868b8338cae5ea68471	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
20b38e9104171e9ed6932acba3f174ee	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
a8d4c88c98f9f49c5526de5d319c95b8	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	na	na	na
ce9ce84ef9249a48427d7fdb01c4fe9d	Bacteria	Firmicutes_B_370539	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus_sp000224515
cbc6aff70a58d4e6fd15791e9957aa1f	Bacteria	Firmicutes_B_370539	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus_sp000224515
c246cb813fade3199a1fcc4d3816ca2a	Bacteria	Firmicutes_B_370539	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	na	na
c54e4b5987b2399df6be5f2659709b1a	Bacteria	Firmicutes_B_370539	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	na	na
8d88008e4639de20db38b0561e7157ac	Bacteria	Firmicutes_B_370539	Desulfitobacteriia	Desulfitobacteriales	Syntrophobotulaceae	Dehalobacter	na
c70a3f3611fe525525e988cbf272cf9a	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	na	na	na
e937b130d35ef7fdefb3ee567755b876	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	na	na	na
02462c3f4e454306464348d9c08b7246	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp900320795
7f94d87bcad586f82b90e9e8bfff60ef	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	UBA1242	UMGS2069	na
77f92e44f921ab0e1a91271acad06926	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
aa87563345d7fe1d62c041424e526deb	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
26ac5520b95a3939baeb24afdd58e60e	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
acc03d2d675f6ad69228e78de74f31b8	Bacteria	na	na	na	na	na	na
dcb35b9a5d8cbdeff7bae161df5db333	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
9dc2cef278ba5a21390bf8ec7fddc55a	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
cb890e7a3f2b00810b7448eecf900543	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
18da992e2949e2c1f446224f9f240447	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
9f6baf3447fc3654fcb6353db25b3367	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
7f315b88a6cc718b9b4f96f0087c3b9f	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
e9da46e85d55448c0697bb803b539596	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
3d8110c0872b8c7d4bc24486c86b83e6	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
7bfc639c86119b833dcc498760c444e7	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
03293e2b88e9b824309b7b327f1d64bb	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
66d525ae83327dce731e7db243dd2249	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
a4f3a92d9ff4eb8d33825b4b59f0dbd3	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
95a326c1997abaebb85da62243a2cbdd	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
555c4df4536fe19f0037ed4ac4dad220	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
4668e40ff4630a4714e4734ee658bb9d	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
f362a005e758fc6045eedaa1add3ffa3	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-138	PeH17	PeH17_sp900542285
0fcc649364555097b25d523636b495f3	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	na	na	na
ac855f89f5a712a3b04f2de65b75f133	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
acfb27e0d5702fd61ca34bcb82d7953e	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
d9c5c6ab4c611da58dc90a6369d334b1	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
68477b9222fad942c4dfae4034227f74	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
ba7c24f4fa30feabbfa2b164ece91610	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
57f800f1b76549655b26baf49c0b710b	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
ebc9b6232e97c9a67b651ec0c103d089	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-917	CAG-349	CAG-349_sp003539515
ddbd41b26cb215405c7bc79a77ba0aa9	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
c0e8bcfcc92a11199ed6b625932acdbe	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
e4f693639fd9f38dd46b216fb6923d1a	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
47c08cae41f2d8913a65ec4ce7b9b0b9	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
fe043196449487760a07bb0ae6a7ffbf	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
48b5924c593000e67d87d701ceea0ec6	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lacrimispora	na
1d7742edb315d09d96c2d886d26b6283	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
647505267444257234262ee76a9469d5	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
c98c30203684b8da4088b036a897dfab	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
b2d9c806705efbb2b80310dab0cd0f37	Bacteria	na	na	na	na	na	na
a59e5abed0b2cc314c41ed4de26291cb	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
14f49f597967878fb054fc86009f0451	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
dc1d7f0a39d5e45283f4594d30fbeb65	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
2e02267cce082704a10359924c38b865	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
d2a821142bfe62af2ea23eb0b97e3411	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
5214f5ff3d8d0c791909a6b519318eba	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
803a61eaf977ed9fe9bd5b3e9e377f88	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
d58494c7913984a78c3a200326277a58	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
54cb399efd1dcff7f20ed52924422190	Bacteria	na	na	na	na	na	na
90cabcc3ed1f6653d21e845b0d3cee53	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
b95b272db9be5006379165a56dc8a1b1	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
5926dd9cb3cfcbd243031b5c477bcb7e	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
e623ba2d8cc8bc364b056cbfdd4d6bfa	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
87d4b9326c7fcf16eed485e10ef5089c	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
032a2e40c86cb0cc6453f14ef6811d5a	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
c719846cb6495d9e10d4fb8ac8028e2a	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
f596058d34094b6bc9e6f83300157d72	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
753a9710400e4080b54049ae6405bfdd	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
6a5cdadabe71df3cd3a30f99e3eeda69	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
6645caa0d772acda1a1dc1a020e9b50f	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-74	na	na
c56128c83af2756ed04ef471334705ab	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-917	CAG-349	CAG-349_sp003539515
99824fed6be1577b58fdc8a2225a7969	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-917	CAG-349	CAG-349_sp003539515
4469b45453bc8508d1c593adf89db41d	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	na	na	na
7080512fcb72e1f2b034528de0174f82	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	UBA1242	UMGS2069	na
e379c7082cde3d3578cb60a0169398a6	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	na	na	na
032059b20e2f4ea5992e1f91762294a0	Bacteria	Firmicutes_A	Clostridia_258483	na	na	na	na
d24ee2ffd7e0a399a76ce11e45f292b6	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	UBA1242	UMGS2069	na
65b4ffd41c9e45e75dbf76d554e391d7	Bacteria	na	na	na	na	na	na
9bdbdcbe5395ce0170253cebbfb08d55	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	na	na	na
